datetime,open,high,low,close,volume,symbol,ma_5,ma_10,ma_20
2023-01-25,140.89,142.42999,138.81,141.86,65799300,AAPL,139.728,137.145001,132.7004995
2023-01-26,143.17,144.25,141.89999,143.96001,54105100,AAPL,141.46600200000003,138.192001,133.397
2023-01-27,143.16,147.23,143.08,145.92999,70555800,AAPL,143.078,139.44400000000002,134.39149949999998
2023-01-30,144.96001,145.55,142.85001,143.0,64015300,AAPL,143.456,140.268001,135.0609995
2023-01-31,142.7,144.34,142.28,144.28999,65874500,AAPL,143.807998,141.103,135.7789995
2023-02-01,143.97,146.61,141.32001,145.42999,77663600,AAPL,144.521996,142.124998,136.796999
2023-02-02,148.89999,151.17999,148.17,150.82001,118339000,AAPL,145.893996,143.679999,138.01999949999998
2023-02-03,148.03,157.38,147.83,154.5,154357300,AAPL,147.607998,145.34299900000002,139.4939995
2023-02-06,152.57001,153.10001,150.78,151.73,69858300,AAPL,149.353998,146.404999,140.5994995
2023-02-07,150.64,155.23,150.64,154.64999,83322600,AAPL,151.425998,147.616998,141.8244995
2023-02-08,153.88,154.58,151.17,151.92,64120100,AAPL,152.724,148.622998,142.88399950000002
2023-02-09,153.78,154.33,150.42,150.87,56007100,AAPL,152.73399799999999,149.313997,143.752999
2023-02-10,149.46001,151.34,149.22,151.00999,57450700,AAPL,152.035996,149.82199699999998,144.6329985
2023-02-13,150.95,154.25999,150.92,153.85001,62199000,AAPL,152.45999799999998,150.906998,145.5874995
2023-02-14,152.12,153.77,150.86,153.2,61707600,AAPL,152.17,151.79799899999998,146.4504995
2023-02-15,153.11,155.5,152.88,155.33,65573800,AAPL,152.852,152.788,147.45649899999998
2023-02-16,153.50999,156.33,153.35001,153.71001,68167900,AAPL,153.420002,153.077,148.3784995
2023-02-17,152.35001,153.0,150.85001,152.55,59144100,AAPL,153.728004,152.882,149.1124995
2023-02-21,150.2,151.3,148.41,148.48,58867200,AAPL,152.654002,152.557,149.4809995
2023-02-22,148.87,149.95,147.16,148.91,51011300,AAPL,151.796002,151.983001,149.7999995
2023-02-23,150.09,150.34,147.24001,149.39999,48394200,AAPL,150.60999999999999,151.731,150.176999
2023-02-24,147.11,147.19,145.72,146.71001,55469600,AAPL,149.20999999999998,151.315001,150.31449899999998
2023-02-27,147.71001,149.17,147.45,147.92,44998500,AAPL,148.28400000000002,151.00600200000002,150.4139995
2023-02-28,147.05,149.08,146.83,147.41,50547000,AAPL,148.07,150.362001,150.6344995
2023-03-01,146.83,147.23,145.00999,145.31,55479000,AAPL,147.35,149.57300100000003,150.6855
2023-03-02,144.38,146.71001,143.89999,145.91,52238100,AAPL,146.65200199999998,148.631001,150.7095005
2023-03-03,148.03999,151.11,147.33,151.03,70732300,AAPL,147.516,148.363,150.72
2023-03-06,153.78999,156.3,153.46001,153.83,87558000,AAPL,148.698,148.491,150.6865
2023-03-07,153.7,154.03,151.13,151.60001,56182000,AAPL,149.536002,148.803001,150.6800005
2023-03-08,152.81,153.47,151.83,152.87,47204800,AAPL,151.04800200000003,149.199001,150.591001
2023-03-09,153.56,154.53999,150.23,150.59,53833600,AAPL,151.984002,149.318002,150.52450100000001
2023-03-10,150.21001,150.94,147.61,148.5,68572400,AAPL,151.478002,149.497001,150.406001
2023-03-13,147.81,153.14,147.7,150.47,84457100,AAPL,150.80600199999998,149.752001,150.37900150000002
2023-03-14,151.28,153.39999,150.10001,152.59,73695900,AAPL,151.004,150.270001,150.316001
2023-03-15,151.19,153.25,149.92,152.99001,77167900,AAPL,151.028002,151.038002,150.30550150000002
2023-03-16,152.16,156.46001,151.64,155.85001,76161100,AAPL,152.08000399999997,152.032003,150.331502
2023-03-17,156.08,156.74001,154.28,155.0,98944600,AAPL,153.380004,152.42900300000002,150.39600149999998
2023-03-20,155.07001,157.82001,154.14999,157.39999,73641400,AAPL,154.76600200000001,152.786002,150.63850100000002
2023-03-21,157.32001,159.39999,156.53999,159.28,73938300,AAPL,156.10400199999998,153.55400100000003,151.178501
2023-03-22,159.3,162.14,157.81,157.83,75701800,AAPL,157.072,154.050001,151.62450099999998
2023-03-23,158.83,161.55,157.67999,158.92999,67622100,AAPL,157.68799600000003,154.88400000000001,152.101001
2023-03-24,158.86,160.34,157.85001,160.25,59196500,AAPL,158.737996,156.05900000000003,152.77800050000002
2023-03-27,159.94,160.77,157.87,158.28,52390300,AAPL,158.91399800000002,156.84,153.29600050000002
2023-03-28,157.97,158.49001,155.98,157.64999,45992200,AAPL,158.587996,157.345999,153.808
2023-03-29,159.37,161.05,159.35001,160.77,51305700,AAPL,159.175996,158.123998,154.581
2023-03-30,161.53,162.47,161.27,162.36,49501700,AAPL,159.86199800000003,158.774997,155.4035
2023-03-31,162.44,165.0,161.91,164.89999,68749800,AAPL,160.79199599999998,159.764996,156.09699949999998
2023-04-03,164.27,166.28999,164.22,166.17,56976200,AAPL,162.369996,160.641997,156.7139995
2023-04-04,166.60001,166.84,165.11,165.63,46278300,AAPL,163.96599799999998,161.276997,157.415499
2023-04-05,164.74001,165.05,161.8,163.75999,51511700,AAPL,164.563996,161.869996,157.9599985
2023-04-06,162.42999,164.96001,162.0,164.66,45390100,AAPL,165.02399599999998,162.442997,158.6634985
2023-04-10,161.42,162.03,160.08,162.03,47716900,AAPL,164.449998,162.62099700000002,159.3399985
2023-04-11,162.35001,162.36,160.50999,160.8,47644200,AAPL,163.375998,162.872997,159.8564985
2023-04-12,161.22,162.06,159.78,160.10001,50133100,AAPL,162.27,163.117999,160.231999
2023-04-13,161.63,165.8,161.42,165.56,68445600,AAPL,162.63000200000002,163.596999,160.8604985
2023-04-14,164.59,166.32001,163.82001,165.21001,49386500,AAPL,162.740004,163.882,161.32849850000002
2023-04-17,165.09,165.39,164.03,165.23,41516200,AAPL,163.380004,163.91500100000002,161.8399985
2023-04-18,166.10001,167.41,165.64999,166.47,49923000,AAPL,164.514004,163.945001,162.293499
2023-04-19,165.8,168.16,165.53999,167.63,47720200,AAPL,166.020002,164.145001,162.71099900000002
2023-04-20,166.09,167.87,165.56,166.64999,52456400,AAPL,166.238,164.43400100000002,163.15199850000002
2023-04-21,165.05,166.45,164.49001,165.02,58337300,AAPL,166.199998,164.470001,163.456499
2023-04-24,165.0,165.60001,163.89,165.33,41949600,AAPL,166.219998,164.800001,163.710499
2023-04-25,165.19,166.31,163.73,163.77,48714100,AAPL,165.679998,165.097001,163.984999
2023-04-26,163.06,165.28,162.8,163.75999,45498800,AAPL,164.90599600000002,165.462999,164.290499
2023-04-27,165.19,168.56,165.19,168.41,64902300,AAPL,165.257998,165.747999,164.672499
2023-04-28,168.49001,169.85001,167.88,169.67999,55209200,AAPL,166.189996,166.194997,165.0384985
2023-05-01,169.28,170.45,168.64,169.59,52472900,AAPL,167.04199599999998,166.630997,165.272999
2023-05-02,170.09,170.35001,167.53999,168.53999,48425700,AAPL,167.995994,166.837996,165.39149849999998
2023-05-03,169.5,170.92,167.16,167.45,65136000,AAPL,168.733996,166.819996,165.4824985
2023-05-04,164.89,167.03999,164.31,165.78999,81235400,AAPL,168.209994,166.733996,165.58399849999998
2023-05-05,170.98,174.3,170.75999,173.57001,113316400,AAPL,168.98799799999998,167.588997,166.029499
2023-05-08,172.48,173.85001,172.11,173.5,55962800,AAPL,169.769998,168.405997,166.602999
2023-05-09,173.05,173.53999,171.60001,171.77,45326900,AAPL,170.416,169.205997,167.151499
2023-05-10,173.02,174.03,171.89999,173.56,53724500,AAPL,171.63799999999998,170.18599799999998,167.8244985
2023-05-11,173.85001,174.59,172.17,173.75,49514700,AAPL,173.23000199999998,170.71999799999998,168.2339985
2023-05-12,173.62,174.06,171.0,172.57001,45497800,AAPL,173.030002,171.009,168.6019985
2023-05-15,173.16,173.21001,171.47,172.07001,37266700,AAPL,172.74400400000002,171.257001,168.94399900000002
2023-05-16,171.99001,173.14,171.8,172.07001,42110300,AAPL,172.804006,171.610003,169.2239995
2023-05-17,171.71001,172.92999,170.42,172.69,57951600,AAPL,172.630006,172.13400299999998,169.47699949999998
2023-05-18,173.0,175.24001,172.58,175.05,65496700,AAPL,172.890006,173.060004,169.897
2023-05-19,176.39,176.39,174.94,175.16,55772400,AAPL,173.408004,173.219003,170.404
2023-05-22,173.98,174.71001,173.45,174.2,43570900,AAPL,173.834002,173.289003,170.8475
2023-05-23,173.13,173.38,171.28,171.56,50747300,AAPL,173.732,173.268003,171.23700000000002
2023-05-24,171.09,172.42,170.52,171.84,45143500,AAPL,173.56199999999998,173.09600300000002,171.6410005
2023-05-25,172.41,173.89999,171.69,172.99001,56058300,AAPL,173.15000200000003,173.02000400000003,171.870001
2023-05-26,173.32001,175.77,173.11,175.42999,54835000,AAPL,173.204,173.30600199999998,172.157501
2023-05-30,176.96001,178.99001,176.57001,177.3,55964400,AAPL,173.824,173.829001,172.543001
2023-05-31,177.33,179.35001,176.75999,177.25,99625300,AAPL,174.962,174.34700000000004,172.97850150000002
2023-06-01,177.7,180.12,176.92999,180.09,68901800,AAPL,176.61200000000002,175.08700000000002,173.6105015
2023-06-02,181.03,181.78,179.25999,180.95,61945900,AAPL,178.203998,175.67700000000002,174.368502
2023-06-05,182.63,184.95,178.03999,179.58,121946500,AAPL,179.03400000000002,176.119,174.6690015
2023-06-06,179.97,180.12,177.42999,179.21001,64848400,AAPL,179.41600200000002,176.620001,174.954502
2023-06-07,178.44,181.21001,177.32001,177.82001,61944600,AAPL,179.53000400000002,177.246002,175.2570025
2023-06-08,177.89999,180.84,177.46001,180.57001,50214900,AAPL,179.62600600000002,178.119003,175.607503
2023-06-09,181.5,182.23,180.63,180.96001,48870700,AAPL,179.628008,178.916003,175.96800349999998
2023-06-12,181.27,183.89,180.97,183.78999,54274900,AAPL,180.470006,179.752003,176.5290025
2023-06-13,182.8,184.14999,182.44,183.31,54929100,AAPL,181.290004,180.353003,177.091002
2023-06-14,183.37,184.39,182.02,183.95,57462900,AAPL,182.51600200000001,181.023003,177.6850015
2023-06-15,183.96001,186.52,183.78,186.00999,65433200,AAPL,183.603998,181.615002,178.351001
2023-06-16,186.73,186.99001,184.27,184.92,101235600,AAPL,184.395996,182.012002,178.84450099999998
2023-06-20,184.41,186.10001,184.41,185.00999,49799100,AAPL,184.639996,182.555001,179.3370005
2023-06-21,184.89999,185.41,182.59,183.96001,49515700,AAPL,184.769998,183.030001,179.82500100000001
2023-06-22,183.74001,187.05,183.67,187.0,51245300,AAPL,185.379998,183.948,180.597001
2023-06-23,185.55,187.56,185.00999,186.67999,53079300,AAPL,185.513998,184.558998,181.3390005
2023-06-26,186.83,188.05,185.23,185.27,48088700,AAPL,185.583998,184.989997,181.953
2023-06-27,185.89,188.39,185.67,188.06,50730800,AAPL,186.19400000000002,185.41699799999998,182.58450050000002
2023-06-28,187.92999,189.89999,187.60001,189.25,51216800,AAPL,187.25199800000001,186.010998,183.18200050000002
2023-06-29,189.08,190.07001,188.94,189.59,46347300,AAPL,187.769998,186.574998,183.79900049999998
2023-06-30,191.63,194.48,191.25999,193.97,85069600,AAPL,189.228,187.37099899999998,184.49300050000002
2023-07-03,193.78,193.88,191.75999,192.46001,31458200,AAPL,190.666002,188.125,185.068501
2023-07-05,191.57001,192.98,190.62,191.33,46920300,AAPL,191.320002,188.757001,185.656001
2023-07-06,189.84,192.02,189.2,191.81,45094300,AAPL,191.83200200000002,189.542,186.2860005
2023-07-07,191.41,192.67,190.24001,190.67999,46778000,AAPL,192.05,189.90999900000003,186.92899949999997
2023-07-10,189.25999,189.99001,187.03999,188.61,59922200,AAPL,190.978,190.103,187.330999
2023-07-11,189.16,189.3,186.60001,188.08,46638100,AAPL,190.101998,190.38400000000001,187.68699850000002
2023-07-12,189.67999,191.7,188.47,189.77,60750200,AAPL,189.78999800000003,190.555,187.985999
2023-07-13,190.5,191.19,189.78,190.53999,41342300,AAPL,189.535996,190.68399900000003,188.3474985
2023-07-14,190.23,191.17999,189.63,190.69,41573900,AAPL,189.537998,190.793999,188.68449850000002
2023-07-17,191.89999,194.32001,191.81,193.99001,50520200,AAPL,190.61399999999998,190.796,189.08349950000002
2023-07-18,193.35001,194.33,192.42,193.73,48353800,AAPL,191.744,190.922999,189.5239995
2023-07-19,193.10001,198.23,192.64999,195.10001,80507300,AAPL,192.810002,191.3,190.0285005
2023-07-20,195.09,196.47,192.5,193.13,59581200,AAPL,193.328004,191.432,190.487
2023-07-21,194.10001,194.97,191.23,191.94,71917800,AAPL,193.57800400000002,191.558001,190.73399999999998
2023-07-24,193.41,194.91,192.25,192.75,45377800,AAPL,193.330002,191.972001,191.03750050000002
2023-07-25,193.33,194.44,192.92,193.62,37283200,AAPL,193.30800200000002,192.526001,191.4550005
2023-07-26,193.67,195.64,193.32001,194.5,47471900,AAPL,193.18800000000002,192.999001,191.77700049999999
2023-07-27,196.02,197.2,192.55,193.22,47460200,AAPL,193.206,193.267002,191.9755005
2023-07-28,194.67,196.63,194.14,195.83,48291400,AAPL,193.98399999999998,193.781002,192.28750050000002
2023-07-31,196.06,196.49001,195.25999,196.45,38824100,AAPL,194.724,194.02700099999998,192.4115005
2023-08-01,196.24001,196.73,195.28,195.61,35175100,AAPL,195.122,194.215001,192.56900000000002
2023-08-02,195.03999,195.17999,191.85001,192.58,50389300,AAPL,194.738,193.96300000000002,192.63150000000002
2023-08-03,191.57001,192.37,190.69,191.17,61235200,AAPL,194.328,193.767,192.59949999999998
2023-08-04,185.52,187.38,181.92,181.99001,115799700,AAPL,191.560002,192.772001,192.16500100000002
2023-08-07,182.13,183.13,177.35001,178.85001,97576100,AAPL,188.040004,191.382002,191.67700150000002
2023-08-08,179.69,180.27,177.58,179.8,67823000,AAPL,184.878004,190.000002,191.26300150000003
2023-08-09,180.87,180.92999,177.00999,178.19,60378500,AAPL,182.00000400000002,188.369002,190.6840015
2023-08-10,179.48,180.75,177.60001,177.97,54686900,AAPL,179.360004,186.84400200000002,190.055502
2023-08-11,177.32001,178.62,176.55,177.78999,51988100,AAPL,178.52,185.04000100000002,189.41050149999998
2023-08-14,177.97,179.69,177.31,179.46001,43675600,AAPL,178.642,183.341002,188.6840015
2023-08-15,178.88,179.48,177.05,177.45,43622600,AAPL,178.172,181.525002,187.8700015
2023-08-16,177.13,178.53999,176.5,176.57001,46964900,AAPL,177.848002,179.92400300000003,186.9435015
2023-08-17,177.14,177.50999,173.48,174.0,66062900,AAPL,177.054002,178.20700300000001,185.9870015
2023-08-18,172.3,175.10001,171.96001,174.49001,61114200,AAPL,176.394006,177.45700300000001,185.114502
